homograph	wordid	sentence
close	close_vrb	It is no good calling on the Americans to close the place, which the new President is doing, if we cannot shoulder some responsibility.
close	close_vrb	It is therefore likely that some Member States will be forced to close their coal mines and cope with the social and regional consequences of that decision.
close	close_vrb	It is important not to close the door to Turkey, which can be said to be Europe's link to the Muslim world.
close	close_vrb	The objective is not to close mines just for the sake of closing mines; it is to ensure energy security - and we are treating mines as if they were businesses.
close	close_vrb	The European Union cannot close its eyes to the drama that is being acted out so close to it.
close	close_vrb	Within the framework of EU accession talks, Lithuania, Slovakia and Bulgaria undertook to close and decommission these nuclear plants which, under the G7 negotiations, could not be modernised at a financially acceptable cost, and in which it was impossible to secure the minimum safety standards.
close	close_vrb	The decision last week to close Chernobyl is belatedly welcome.
close	close_vrb	We must be careful not to close our borders before we have conducted thorough analyses.
close	close_vrb	As long as you close your eyes to the hunt for immigrants, the so-called 'sans-papiers', the deportation orders, the laws against poor people, as long as you forget that many people are refused the right to decent housing.
close	close_vrb	I want to ask Commissioner Wallström if the Commission has any plans to require the applicant States to close down nuclear power stations before they can become members of the European Union. I would also add my name to the question asked earlier about what safety standard the EU has.
close	close_vrb	Romania has started to develop a strategy to close large residential institutions for the disabled and replace them with alternative Community-based services in smaller residential units.
close	close_vrb	I am one of those people who believe that the real answer to the desperation or futile hopes of human beings is obviously not to close our doors or to act brutally or inhumanely.
close	close_vrb	We must close the gaps in our society in which terrorism can thrive, gaps that have arisen from misplaced tolerance.
close	close_vrb	They wish to close the refugee camps and to force the occupants to seek asylum in third countries, particularly the United States.
close	close_vrb	For people to tell us now to close our eyes, ears and mouths to reality is a cynical policy geared primarily to the interests of the European Union and not to the interests of democracy and human rights in Turkey.
close	close_vrb	So I believe that we can no longer close our eyes to this problem but must face up to the need to offer all our citizens - not just the small percentage that can go to Oxford or Harvard to study foreign languages - the possibility of sharing a common language of communication.
close	close_vrb	When you see the behaviour of the directors of many companies, especially the multinationals, who decide to restructure, relocate or even partially or totally close down their businesses, making hundreds or thousands of workers unemployed simply to cut costs and/or increase profits, it is all the more intolerable that the Council should not have accepted proposals that we have adopted in this House.
close	close_vrb	We must not close doors; we must provide the possibility of review.
close	close_vrb	Whilst I want the Czech Republic to join the EU, I cannot close my eyes to the fact that the Bene? decrees, which legitimised the expulsion of individual ethnic groups, continue to be in force there to this day.
close	close_vrb	We need to close down the Strasbourg Parliament, close down the Luxembourg administrative buildings and stay in Brussels.
close	close_vrb	I welcome the decision to close the airspace during this crisis and therefore to ensure that pilots do not have to take responsibility for the passengers entrusted to their care.
close	close_vrb	We do, as I say, welcome the efforts to close Guantánamo, but we oppose military commissions and other continuing abuses.
close	close_vrb	Some have even decided to close hospitals in smaller towns or to carry out a small number of surgical operations.
close	close_vrb	Is it expedient to close coal-fired power plants, one of the cheapest sources of electricity, when the alarming signs of energy shortage are beginning to be noticeable around the world?
confines	confines_nou	This is the boy's first step beyond the confines of home and school.
confines	confines_nou	He founded the city of Rhinocolura on the confines of Egypt and Syria, and was succeeded by Mendes, an Egyptian.
confines	confines_nou	There are five public schools and two private schools located in with in the confines of the Mattapan neighborhood.
confines	confines_nou	The items of the Crown Collection are available exclusively at retail outlets within the confines of Madison Square Garden.
confines	confines_nou	An inlay is a restoration which lies within the confines of the cusps.
confines	confines_nou	The footsoldiers immediately retreated inside the confines of the barracks while the men on horseback stayed outside.
confines	confines_nou	Distributed work entails the conduct of organizational tasks in places that extend beyond the confines of traditional offices or workspaces.
confines	confines_nou	This can turn quite vicious in the limited confines of captivity.
confines	confines_nou	The constraints of folding puzzles is to fold designated shapes within the given confines of the paper.
confines	confines_nou	In addition, the gun proved to be too powerful for the limited confines of the Potomac.
confines	confines_nou	The principle is that birth within the confines of the State gives only the status of a subject.
confines	confines_nou	Through this, an adolescent acquires 'appropriate attitudes and values' needed to further succeed within the confines of education.
confines	confines_nou	Matthews printed a wide range of work beyond the confines of drama.
confines	confines_nou	Bagnoli is a western seaside quarter of Naples, Italy, well beyond the confines of the original city.
confines	confines_nou	Holliday Lake State Park is a state park located within the confines of Appomattox-Buckingham State Forest in Virginia.
confines	confines_nou	It should be aware of the impact its rulings may have outside the confines of the Community.
confines	confines_nou	As a general rule the Defence Fire and Rescue Service only operates within the confines of the site it protects.
confines	confines_nou	The pact formed the first extension of Papal territory beyond the confines of the Duchy of Rome.
confines	confines_nou	In the main confines of the box, a plastic tray was recessed into which the cartridge fit snugly.
confines	confines_nou	This ward stretches beyond the confines of Beckermet parish with a total population of 3,024.
confines	confines_nou	On the confines of the settlement, there is a pond originating from ballast-digging.
confines	confines_nou	He is known for using surreal humor and camp (style) within the confines of low-budget film.
confines	confines_nou	Benedictine monks, for instance, have often staffed parishes and been allowed to leave monastery confines.
confines	confines_nou	While Shakespeare establishes himself, Judith is trapped by the confines of the expectations of women.
confines	confines_nou	Also, time itself passes much differently within the confines of the Marvel Universe than it does in the real world.
confines	confines_nou	The balds are inhabited by a herd of introduced ponies allowed to run wild within the confines of the park.
confines	confines_nou	From the 1960s, Shahan Natalie preferred to be silent and remained within the confines of his home.
confines	confines_nou	Five men wake up inside the stolid confines of a factory to find themselves locked in this claustrophobic nowhere land.
confines	confines_nou	The 4th Ring Road runs within the confines of the city of Beijing, more like a rectangle than a circle.
confines	confines_nou	Part of the river exists within the confines of the Alafia River State Park.
confines	confines_nou	The burial places found on the confines of the town render this pretension probable.
confines	confines_nou	Its confines are within the 10th Police Precinct.
confines	confines_nou	These offer a unique semi-secluded lakeside camping experience within the confines of the supervised camp.
confines	confines_nou	Their careers reveal the public acceptance of female management and authority within the confines of the tavern.
confines	confines_nou	Within the confines of Stonebridge, there is a hospital, five elementary schools and two middle schools.
confines	confines_nou	This, her best-known work, is the story of a woman trapped in the confines of an oppressive society.
confines	confines_nou	Gradually, the Germans were pushed back to the confines of the narrow perimeter around the traffic bridge.
confines	confines_nou	Variants of the subject outside such formal confines include natural and quasi-natural experiments.
confines	confines_nou	"He ""studied journalism at Vilnius University in the late 1950s before becoming disillusioned by the confines of the Soviet-controlled press."
confines	confines_nou	The entire area of Norton lies within the confines of Wise County, but is not a part of the county.
confines	confines_nou	Severe thyroid atrophy presents often with denser fibrotic bands of collagen that remains within the confines of the thyroid capsule.
confines	confines_nou	Aerial photographs as early at the middle 1950s showed circular crop marks within the confines of the hill fort.
confines	confines_nou	In the late 1970s and early 1980s, programmers worked within the confines of relatively expensive and limited resources.
confines	confines_nou	During the Pan Am's first three seasons NMSU compiled a gaudy 44-1 record within its friendly confines.
confines	confines_nou	Gix flees and hides within the confines of Koilos.
confines	confines_nou	Within its confines is the Holy Cross Cemetery, Brooklyn, which is located at 3620 Tilden Avenue.
confines	confines_nou	Due to the terms of its license, the signal was limited to the confines of the Florida State campus.
confines	confines_nou	The entire highway is within the confines of the Pisgah National Forest.
confines	confines_nou	"As the car passes through his neighborhood, Leonard Mead in the locked confines of the backseat says, ""That's my house""."
confines	confines_nou	She argues for education beyond the confines of traditional knowledge.
confines	confines_nou	The fight was now within the confines of the greater fortress complex.
confines	confines_nou	The Tiples have sung not only inside the confines of Santo Domingo Church, but also in many varied locations.
confines	confines_nou	Local citizens continued to be buried on the site within the confines of the church until 1865.
confines	confines_nou	The confines of the Habsburg Castle had become too small for the family members that lived there.
confines	confines_nou	"Offbeat in New Orleans described Zaorski's first songwriting effort as fitting ""snugly in the confines of Depression-era pop music""."
confines	confines_nou	Mr Tommasini sought to judge her narrowly, within the facile intellectual confines of mere technical pedantry.
confines	confines_nou	Michael remained in federal custody for another year within the confines of the halfway house.
confines	confines_nou	But Chekhov dies, and Vanya finds the resoluteness to stride out of the confines of his creator's world.
confines	confines_nou	Enemies may move outside the confines of the screen, but players may not.
confines	confines_nou	The fall of Teotihuacan is associated with the emergence of city-states within the confines of the central area of Mexico.
confines	confines_nou	Many of these ships are far better suited to the open ocean than to the narrow confines of the canal.
confines	confines_nou	In 1707 construction was begun on a wall to enclose the monastery grounds, uniting the various buildings within its confines.
confines	confines_vrb	The Strangers use a base 13 number system and it confines the krul to a certain order.
confines	confines_vrb	Christie confines the events of 1945 to 1965 to just twenty-three pages.
confines	confines_vrb	Audrey confines in Cleo what Trilby had told her making Cleo feel extremely embarrassed.
confines	confines_vrb	Jarvis confines Jamie and the Doctor to the sickbay.
confines	confines_vrb	She wears a red flat hat over a small cap or caul that confines her hair.
confines	confines_vrb	His paraplegia confines Bruce to a wheelchair.
confines	confines_vrb	Mrs. Bridgetower is also outraged, although she confines this to her personal circle.
confines	confines_vrb	This suggests the Van Allen belt confines antiparticles produced by the interaction of the Earth's upper atmosphere with cosmic rays.
confines	confines_vrb	Exercising caution, Napier arms the loyal hundred and confines the remainder below.
confines	confines_vrb	It assists in the circulation of blood and protects and confines the visceral organs.
confines	confines_vrb	He confines Marian when she tries to summon help from France.
confines	confines_vrb	If this is what he sees, the kohen exits the house and confines it for seven days.
confines	confines_vrb	Libertarianism, in contrast, is a political philosophy which confines its attention to matters of public policy.
confines	confines_vrb	The minister confines these problems to Lara, a member of the security forces.
confines	confines_vrb	She refuses and confines Blue Team in a Forerunner prison, to prevent them from interfering with her plan.
confines	confines_vrb	Tommen confines Cersei to the Red Keep after her release, in order to protect her from the Faith Militant.
confines	confines_vrb	The medium is typically a fiber of silica glass that confines the incident light beam to the inside.
confines	confines_vrb	Secretive and cautious, the blue duiker confines itself to the forest fringes.
confines	confines_vrb	So this report confines itself to the question of Turkey's participation in the education and training programmes.
confines	confines_vrb	Although the Commission's proposal is generally positive, it confines itself to incorporating aspects of the UN 2001 Protocol.
confines	confines_vrb	It is therefore very disappointing to note that the rapporteur confines himself to amending the Commission proposal where the level of excise duty is concerned without giving a reasoned consideration.
confines	confines_vrb	This was, incidentally, almost the only point on which the report diverges slightly from the Commission’s original proposals because it confines itself basically to supporting them as they stand, without subjecting them to any form of critical analysis and without proposing any changes.
confines	confines_vrb	Article 3 of the draft, as it stands, confines itself to prohibiting 'the reproductive cloning of human beings' , i.e. it perpetuates the false distinction that we reject.
conflict	conflict_nou	This however brought him into conflict both within his own party as well at Het Parool.
conflict	conflict_nou	At the high point of the conflict, over 40,000 British and Commonwealth troops were stationed in Malaya.
conflict	conflict_nou	Differences are more a matter of mutual curiosity rather than conflict.
conflict	conflict_nou	In the conflict between the two factions several of Ferrers's men were killed.
conflict	conflict_nou	An occasion for war: civil conflict in Lebanon and Damascus in 1860.
conflict	conflict_nou	Shlapentokh, Vladimir, and Chliapentokh, Dmitry (1993), Soviet Cinematography, 1918-1991: Ideological Conflict and Social Reality, pp.
conflict	conflict_nou	Armed Conflict and Biodiversity in Sub-Saharan Africa:The Case of the Democratic Republic of Congo (DRC) (Report).
conflict	conflict_nou	This violent conflict has roots in the political turmoil arising out of differences over the succession to Muhammad.
conflict	conflict_nou	Hundreds of thousands of Karen and other ethnic groups have been killed in the conflict.
conflict	conflict_nou	He has been wounded in conflict, captured, and is being held in a prisoner camp in Rock Island, Illinois.
conflict	conflict_nou	Ethnic conflict and civic life: Hindus and Muslims in India.
conflict	conflict_nou	In the meantime the conflict had widened out into the War of the Austrian Succession.
conflict	conflict_nou	In the event of a major conflict, Australia was to serve in a role akin to coastal artillery.
conflict	conflict_nou	The conflict ends in a final showdown between Ribbons and Setsuna with the latter's victory.
conflict	conflict_nou	This conflict was one of the main causes of Cleopatra's fall from power shortly afterward.
conflict	conflict_nou	The album was recorded amidst inter-band conflict and failed to chart.
conflict	conflict_nou	After Hasanwayh's death, conflict broke out between several of his sons.
conflict	conflict_nou	Driven insane by his internal conflict, he decides to practice his new routine from the act without protection.
conflict	conflict_nou	Embarrassed, the Eisenhower administration quickly ended CIA support for Permesta and withdrew its agents and remaining aircraft from the conflict.
conflict	conflict_nou	The Drumcree conflict or Drumcree standoff is an ongoing dispute over yearly parades in the town of Portadown, Northern Ireland.
conflict	conflict_nou	1990 a report of Meichsner about a conflict between two female philosophers at Cologne university gained nationwide coverage.
conflict	conflict_nou	Fear of communism, extreme revolutionary ideas and ultra-nationalism caused conflict among the new ruling elites.
conflict	conflict_nou	The Neva Regiment took heavy losses during the conflict.
conflict	conflict_nou	Human Rights Watch, a U.S.-based group, accused both sides in the conflict of torture and war crimes.
conflict	conflict_nou	Due to the conflict, there are currently two Libyan embassies in Malta.
conflict	conflict_nou	Conflict between these groups typically occurs when group one becomes passive aggressive or group two becomes outwardly aggressive.
conflict	conflict_nou	This policy, along with other disputes, brought Thebes into conflict with Sparta.
conflict	conflict_nou	Arbitration is best for low intensity conflict, but is the most favored mediation style overall.
conflict	conflict_nou	However, a solution to the conflict is currently still evasive.
conflict	conflict_nou	One hundred and thirty three international players were killed during the conflict.
conflict	conflict_nou	The end of the conflict saw Italy devastated and considerably depopulated.
conflict	conflict_nou	Instead, Pryor merely removes all memory of the conflict.
conflict	conflict_nou	After this both Sweden and Novgorod engage in the long conflict over dominance of Karelians and their lands.
conflict	conflict_nou	In many locations, agencies may face unclear or overlapping authority, increasing conflicts and delaying conflict resolution.
conflict	conflict_nou	The first serious armed conflict of the war took place on February 14.
conflict	conflict_nou	Boniface VIII viewed conflict between England and France as a particularly grave matter.
conflict	conflict_nou	Daming's (Chew Chor Meng) wife, Meimei (Pan Lingling), is constantly in conflict with her daughter-in-law, Meizhen (Sora Ma).
conflict	conflict_nou	However, he came into conflict with Bhima and died in the conflict.
conflict	conflict_nou	Prior to the prolonged conflict, Girdi Kas was famous for its agricultural production.
conflict	conflict_nou	There is no record of any kind of internal conflict between members.
conflict	conflict_nou	On 27 March 1991, final talks were held in the town of Drietabbetje, effectively putting an end to the conflict.
conflict	conflict_nou	Although this conflict occurred in what is now Canada, the militias involved were formed mostly of Americans.
conflict	conflict_nou	The deep southern half was however a Sinhala stronghold in perpetual conflict with the Cholas.
conflict	conflict_nou	It is said that about 1000 years ago, the King had a conflict with a Bohemian nobleman.
conflict	conflict_nou	During the conflict, the IRA took on the role of policing in some Catholic/nationalist areas of Northern Ireland.
conflict	conflict_nou	Kemp, Adriana, Israelis in conflict: hegemonies, identities and challenges, Sussex Academic Press, 2004, p 155Yuval Azoulay and Yulie Khromchenko (2005-09-04).
conflict	conflict_nou	Since the 16th century there has been sectarian conflict of varying intensity between Roman Catholics and Protestants in Ireland.
conflict	conflict_nou	Protecting resources as well as attempting to obtain resources are both a cause for conflict.
conflict	conflict_nou	As of February 2013, this remains the longest solely Green Beret battle of the Afghanistan conflict.
conflict	conflict_nou	The southern region is primarily drought prone but also affected by insecurity and active conflict.
conflict	conflict_nou	Thus, the conflict between Lithuania and Muscovy was only just beginning.
conflict	conflict_nou	Louis feared a further escalation of the conflict against this formidable coalition.
conflict	conflict_nou	The emperor probably agreed with King Philip II of France, already in conflict with the English king, on Richard's capture.
conflict	conflict_nou	Although based on The Gordin Cell, the Korean drama was tailored to the current North-South Korean political conflict.
conflict	conflict_nou	Under Otto's successor, King Henry II, the conflict was still smouldering.
conflict	conflict_nou	It is designed to provide protection in low intensity conflict.
conflict	conflict_nou	Legislative acts of parliament in conflict with the Constitution are subsequently annulled by the Constitutional Court.
conflict	conflict_nou	The media reported that La Bella believed there was clearly an appearance of a conflict of interest by Reno.
conflict	conflict_nou	Fourth-generation warfare (4GW) is conflict characterized by a blurring of the lines between war and politics, combatants and civilians.
conflict	conflict_nou	Dark Lord characters do not often engage in direct conflict with protagonists.
conflict	conflict_nou	The Howard G. Buffett Foundation supports projects in the areas of agriculture, nutrition, water, humanitarian, conservation, and conflict/unaccompanied persons.
conflict	conflict_nou	Henry considered the Saxon question settled, but the Investiture conflict would quickly undo the peace.
conflict	conflict_nou	However, compulsive buying has negative effects which include financial debt, psychological issues, and interpersonal and marital conflict.
conflict	conflict_nou	It is America that wants this conflict to go on.
conflict	conflict_nou	Conflict had arisen between defensive coordinator Buddy Ryan and offensive coordinator Kevin Gilbride.
conflict	conflict_nou	The event was filmed almost 21 years after the Falklands Conflict.
conflict	conflict_nou	The different strategies resulted in a sharp conflict between the two communist politicians.
conflict	conflict_nou	The arsonist, calling himself Enfer, continues his rampage of destruction and comes into conflict with the Joker.
conflict	conflict_nou	Seeing his son serve in such a conflict only resulted in strengthening his own anti-militaristic views further.
conflict	conflict_nou	The outcome dictates how we refer to a given conflict.
conflict	conflict_nou	The British Empire (including Nova Scotia) declared itself neutral in the conflict.
conflict	conflict_nou	The US Dodd-Frank Act was supposed to help bring about the end of conflict diamonds and minerals in the US.
conflict	conflict_nou	The two Nordic countries were in conflict with each other for about five hundred years.
conflict	conflict_nou	Elected with the cooperation of the APRA, conflict soon arose between the President and Haya de la Torre.
conflict	conflict_nou	The conflict continued until 1461, when Mehmed asked the Prince to come to Constantinople and negotiate with him.
conflict	conflict_nou	This conflict was to be the catalyst for him immediately leaving the government.
conflict	conflict_nou	They had conflict in part because of the slave girl's inexperience at heavy domestic tasks, including laundry.
conflict	conflict_vrb	Throughout his tenure, he defended the right of the Fed to take actions that would sometimes conflict with presidential desires.
conflict	conflict_vrb	He often comes to conflict with Therkla when her crush on Elan interferes with Kubota's orders.
conflict	conflict_vrb	This conflict of words paints us into a political corner.
conflict	conflict_vrb	In addition, Amendments Nos 11 and 12 are in conflict with Amendments Nos 1 and 6 and in accepting the latter two, I must also reject 11 and 12.
conflict	conflict_vrb	This is in direct conflict with the EU pledge to pay serious attention to averting unemployment.
conflict	conflict_vrb	It is worth recalling that in Germany and France, for example, it is an offence to deny so-called historical truths, something which is in direct conflict with Sweden's right to freedom of expression.
conflict	conflict_vrb	I welcome the fact that the European Parliament is pointing out that discriminatory provisions which conflict with the acquis communautaire must be abolished before accession to the European Union, and I hope that after the elections in the Czech Republic, this issue can be resolved in an objective way.
conflict	conflict_vrb	I feel that this is in total conflict with your statements on the issue of transparency.
conflict	conflict_vrb	There is in other words a risk of a growing conflict between the euro and Europe's interests.
conflict	conflict_vrb	This is an interesting conflict, but we have chosen the more correct line in this document, namely that they should be viewed as Parliament's documents.
conflict	conflict_vrb	This seems in conflict with the aim that this programme should lead to tax reductions.
conflict	conflict_vrb	Any such policy is in total conflict with the desire for integrated rural development and the protection of the land, and it conflicts, too, with the idea of regional economic development which, as we know, relies essentially on agricultural resources such as vine and wine products.
conflict	conflict_vrb	Their history, from Emanuele Filiberto to Mafalda of Savoy, is an integral part of the history of Europe; this rule abolition we are calling for, is in conflict with the fundamental values of freedom shared by all the countries of the European Union and affects European citizens of which one, the younger, was not even born when the thirteenth provision was adopted.
conflict	conflict_vrb	If Member States wish to extend exemptions or reductions in the rate of duty, they must be able to provide good reasons for doing so, and these must not conflict with the principles of the single market, fair competition and a sustainable policy on the environment.
conflict	conflict_vrb	A mindset where national identity protects itself with a penal code in which Article 301 is a continual frame of reference, and in which the mistakes of a nation are denied, is in serious conflict with this custom.
conflict	conflict_vrb	All this is in conflict with the fundamental texts defining human rights; quoting from memory: refugee status, the concept of family reunification, the ban on collective deportation - all principles enshrined in the European Convention on Human Rights.
construct	construct_nou	"Franklin writes that Night is the account of the 15-year-old Eliezer, a ""semi-fictional construct"", told by the 25-year-old Elie Wiesel."
construct	construct_nou	In 1898, work began on the construct of the Emery meetinghouse.
construct	construct_nou	Quickly, the construct relationship was abandoned and replaced by the use of the relative particle ܕ, d-, da-.
construct	construct_nou	Identities are a social construct, and once cemented, are almost impossible to alter.
construct	construct_nou	As studies of online community proliferate, the concept of online community has become a more accepted social construct.
construct	construct_nou	Independent validation studies indicate that the measure demonstrates excellent construct validity.
construct	construct_nou	Lastly, the construct could be related to other elements of the work.
construct	construct_nou	He is shown as being turned into an Orange Lantern construct.
construct	construct_vrb	Much of the Urus' diet and medicine also revolve around the same totora reeds used to construct the islands.
construct	construct_vrb	Male Hylodes dactylocinus construct an underwater chamber.
construct	construct_vrb	In 1999, Alan Gilbert hired Fitch to design and construct the interior of his New York apartment.
construct	construct_vrb	In 1889 part of the Watersheddings area in north east Oldham was selected to construct sporting facilities for the town.
construct	construct_vrb	These were the old caravan routes and British were the first to construct asphalt roads on these routes.
construct	construct_vrb	Just as Cyrus instructed the Jews of Babylonia to construct the Second Temple.
construct	construct_vrb	Vaibhav Vasind Hills has also planned a housing township which asserts to construct over 550 residential apartments.
construct	construct_vrb	Requires 30 crystals to construct; limit of 3.
construct	construct_vrb	All of this makes a rugby infrastructure difficult to construct, and the islands are beset by rising sea levels.
construct	construct_vrb	Frameworks like Spring can construct these same objects and wire them together before returning a reference to client.
construct	construct_vrb	However, Dudley's mission is not to help construct a cathedral, but to spiritually guide Henry and the people around him.
construct	construct_vrb	He struggled to find a new way to construct the canal.
construct	construct_vrb	Lawrence uses the technology to construct the spaceship he has wanted since he was a teenager.
construct	construct_vrb	In 1879, the area was purchased to construct the new post edifice, which was unveiled on September 1, 1885.
construct	construct_vrb	In December 2015 Alistair Freeports Limited injected $700,000 to construct an export processing zone around the port area.
construct	construct_vrb	For Hugh and I, the first goal was to construct something more intimate.
construct	construct_vrb	The granite stone used to construct the kerbs are irregular in size, depending upon where they are located.
construct	construct_vrb	The residence remained a rental property until 1930 when it was to be demolished to construct a warehouse.
construct	construct_vrb	Mathematical sociology is the area of sociology that uses mathematics to construct social theories.
construct	construct_vrb	At this time, Bethlehem decided to construct a drydock, although it would take into the 1920s to make this happen.
construct	construct_vrb	It was agreed that students from several professional schools would construct the fisherman while local companies would sponsor the materials.
construct	construct_vrb	One can explicitly construct the spinors, and then examine how they behave under the action of the relevant Lie groups.
construct	construct_vrb	Poles from different ages in a single area can be used to construct an apparent polar wander (APW) path.
construct	construct_vrb	There are also plans to construct a tram network in Tbilisi.
construct	construct_vrb	The order to construct the ship was given by the Admiralty of the Meuse.
construct	construct_vrb	The crew from the new camp went on in 1942 to construct a campground at Graves Creek.
construct	construct_vrb	He befriends a woman name Ann and finds work helping construct the Hoover Dam.
construct	construct_vrb	Miller and her husband decided to construct their own winery in 1980.
construct	construct_vrb	Here I wanted to depart from the standard three or four movement concerto and construct something different.
construct	construct_vrb	His company went on to construct the Forth Bridge which was completed in 1890.
construct	construct_vrb	"The legislation authorized the expenditure of $25 billion to construct these ""interstate highways"" from 1957 to 1969."
construct	construct_vrb	Next to the word are several images that can be used to construct the word.
construct	construct_vrb	The winery took three years to construct, as most of the work was done by Wagner and his family.
construct	construct_vrb	"It encourages students to ""construct their own meaning"" (with guidance from peers and facilitator of consensus process)."
construct	construct_vrb	Multirotors are generally more affordable, easier to construct, and simpler to operate than RC helicopters.
construct	construct_vrb	The design is such that a person with normal mechanical skills can construct and operate one.
construct	construct_vrb	In 2010 the club put in a proposal to the council to construct a 2600 capacity playing arena.
construct	construct_vrb	In February 1843, the residents formally petitioned the government to construct the route.
construct	construct_vrb	W.H. Campfield won the initial bid to construct the courthouse enclosure and that was completed by November 1886.
construct	construct_vrb	The first PPNB period involved construction of massive earth architecture, layering soil with reeds to construct walls.
construct	construct_vrb	The U.S. Congress appropriated $25,000 to construct the light on March 3, 1891.
construct	construct_vrb	"Next, construct a ""necklace"" of smaller, linked tori that lie inside A⁰."
construct	construct_vrb	Residents construct themed scarecrows and place them outside their houses for a week while there are various fundraising events held.
construct	construct_vrb	In administrative terms, multiple choice items that are effective usually take a great time to construct.
construct	construct_vrb	Unconstrained by physical limitations, users are free to choose and construct their virtual forms and identities.
construct	construct_vrb	The area in which Augustus wanted to construct Classe was in a lagoon.
construct	construct_vrb	"In ""Limited"" tournaments, players construct decks using booster packs plus any additional basic lands of their choice."
construct	construct_vrb	Multiple microservers can be put together in a small package to construct a microdatacenter.
construct	construct_vrb	The commissioner of metro railway safety (Southern Circle) had given permission to construct the skywalk.
construct	construct_vrb	Jebediah's research eventually led him to construct a machine that enabled him to travel through time and space.
construct	construct_vrb	George Marsh contracted Zook and Wilson of Van Wert to construct a new hotel for a cost of $28,757.
construct	construct_vrb	Hinkley Point C nuclear power station is a project to construct a 3,200 MW two reactor nuclear power station.
construct	construct_vrb	When development is completed, larvae construct cocoons to pupate.
construct	construct_vrb	In April 1999, the Board of CSU trustees decided to give $27 million to construct post-earthquake projects.
construct	construct_vrb	In the following months, the regiment practised their horsemanship, conducted small arms and bayonet training, and learned to construct trenches.
construct	construct_vrb	In 2012, Drax Biomass announced plans to construct a 450,000 metric ton per year wood pellet production facility in Gloster.
construct	construct_vrb	EnergyPATHWAYS is a comprehensive accounting framework used to construct economy-wide energy infrastructure scenarios.
construct	construct_vrb	We construct a new POVM to distinguish between and.
construct	construct_vrb	Following Catholic emancipation in 1829, the need to construct churches and cathedrals to serve this population became critically apparent.
construct	construct_vrb	Teams of contestants construct elaborate Rube Goldberg style chain-reaction machines on tables arranged around a large gymnasium.
construct	construct_vrb	In 2010 plans were put forward to construct a large detention center at Ketziot for illegal immigrants.
construct	construct_vrb	The American and Soviet governments enter a race to construct identical copies of the machine.
construct	construct_vrb	In 1902 funds were raised to construct a church at Washington and Maynard streets.
construct	construct_vrb	Areva has partnered with engineering contractors to aid in the reconstruction of Iraq by manufacturing equipment to construct electrical substations.
construct	construct_vrb	Native Pewee Valley limestone was used to construct the building in a Gothic Revival style.
construct	construct_vrb	They proved that each of these techniques is as secure as the block cipher that is used to construct it.
construct	construct_vrb	This was achieved via 4-D scheduling software that told builders how to construct it.
construct	construct_vrb	India announced a $19.93 million project to construct cotton ginneries at Ngabu, Ngara and Balaka in 2009.
construct	construct_vrb	He also reportedly helped construct the bombs and was one of the first to be arrested.
construct	construct_vrb	New theory has recognized the layering and potential internal contradictions within all practices that construct masculinities.
construct	construct_vrb	It is often advantageous to construct a CLIN Schedule that matches an outline of the work statement.
construct	construct_vrb	In 1926, parts of this building were taken to Point Chevalier and used to construct the public library there.
construct	construct_nou	The European Commission is pursuing its efforts to construct an area of unbridled global free trade in which the workers of the South, with no competitive advantage but their poverty, are used as a weapon against the workers of the northern hemisphere.
construct	construct_nou	It is not possible, on a sustainable basis, to try to construct the internal market without simplifying life for SMEs that want to develop.
construct	construct_nou	The European construct must be stable if people are to live and prosper in it, working in decent jobs with real future prospects.
construct	construct_nou	In fact, in the last few days, there have been troop deployments by the Burmese in support of Burmese attempts to construct a dam on the Naf river close to the Bangladesh border, sixty miles south east of Cox's Bazar.
construct	construct_nou	The European construct must be stable if people are to live and prosper in it, working in decent jobs with real future prospects.
content	content_adj-nou-vrb	The Swamiji blessed him and the devotee returned with content and happiness.
content	content_adj-nou-vrb	Kim also aims implicit criticism at people content with themselves, who achieve their success by trampling on others.
content	content_nou	The main flavour ingredients are coffee beans, Jamaican rum, vanilla, and sugar, blended to an alcoholic content of 26.5%.
content	content_nou	The site features up to the minute previews, features, interviews as well as a wide variety of multimedia content.
content	content_nou	R. (2008) Validity and reliability of the job content questionnaire in formal and informal jobs in Brazil.
content	content_nou	Content will be provided by the implementing partners, GBPUAT, UAS-Raichur and ICRISAT.
content	content_nou	He had a blood alcohol content of 0.12%.
content	content_nou	The whole refined cheese must have less than 50% of dry-matter content.
content	content_nou	The Baba Yaga downloadable content sees Lara investigating a disturbance within the Soviet mining facility.
content	content_nou	These orbitals have a higher energy content then the sp-orbital.
content	content_nou	There are 3 distribution strategies for successful content marketing, each with tradeoffs in customization, reach, and time commitment.
content	content_nou	When complete, the liquid has an alcohol content of 5 to 7% by volume, and is now known as wash.
content	content_nou	Novelists come from a variety of backgrounds and social classes, and frequently this shapes the content of their works.
content	content_nou	Under the reign of Shah Jahan, the symbolic content of Mughal architecture reached a peak.
content	content_nou	ITC produced and distributed a wide range of content across both film and television, over several decades.
content	content_nou	All BBC websites are required to link to WebWise when using content which requires a plug-in.
content	content_nou	It generally provides viewers from the region with free streaming of premium Arabic content.
content	content_nou	Kumi Kumi is known for its exceptional alcohol content.
content	content_nou	M. Balamuralikrishna was the original choice for the male playback singer, due to the heavy classical content of the compositions.
