homograph	wordid	sentence
construct	construct_vrb	In December 2015 Alistair Freeports Limited injected $700,000 to construct an export processing zone around the port area.
construct	construct_vrb	For Hugh and I, the first goal was to construct something more intimate.
construct	construct_vrb	The granite stone used to construct the kerbs are irregular in size, depending upon where they are located.
construct	construct_vrb	The residence remained a rental property until 1930 when it was to be demolished to construct a warehouse.
construct	construct_vrb	Mathematical sociology is the area of sociology that uses mathematics to construct social theories.
construct	construct_vrb	At this time, Bethlehem decided to construct a drydock, although it would take into the 1920s to make this happen.
construct	construct_vrb	It was agreed that students from several professional schools would construct the fisherman while local companies would sponsor the materials.
construct	construct_vrb	One can explicitly construct the spinors, and then examine how they behave under the action of the relevant Lie groups.
construct	construct_vrb	Poles from different ages in a single area can be used to construct an apparent polar wander (APW) path.
construct	construct_vrb	There are also plans to construct a tram network in Tbilisi.
construct	construct_vrb	The order to construct the ship was given by the Admiralty of the Meuse.
construct	construct_vrb	The crew from the new camp went on in 1942 to construct a campground at Graves Creek.
construct	construct_vrb	He befriends a woman name Ann and finds work helping construct the Hoover Dam.
construct	construct_vrb	Miller and her husband decided to construct their own winery in 1980.
construct	construct_vrb	Here I wanted to depart from the standard three or four movement concerto and construct something different.
construct	construct_vrb	His company went on to construct the Forth Bridge which was completed in 1890.
construct	construct_vrb	"The legislation authorized the expenditure of $25 billion to construct these ""interstate highways"" from 1957 to 1969."
construct	construct_vrb	Next to the word are several images that can be used to construct the word.
construct	construct_vrb	The winery took three years to construct, as most of the work was done by Wagner and his family.
construct	construct_vrb	"It encourages students to ""construct their own meaning"" (with guidance from peers and facilitator of consensus process)."
construct	construct_vrb	Multirotors are generally more affordable, easier to construct, and simpler to operate than RC helicopters.
construct	construct_vrb	The design is such that a person with normal mechanical skills can construct and operate one.
construct	construct_vrb	In 2010 the club put in a proposal to the council to construct a 2600 capacity playing arena.
construct	construct_vrb	In February 1843, the residents formally petitioned the government to construct the route.
construct	construct_vrb	W.H. Campfield won the initial bid to construct the courthouse enclosure and that was completed by November 1886.
construct	construct_vrb	The first PPNB period involved construction of massive earth architecture, layering soil with reeds to construct walls.
construct	construct_vrb	The U.S. Congress appropriated $25,000 to construct the light on March 3, 1891.
construct	construct_vrb	"Next, construct a ""necklace"" of smaller, linked tori that lie inside A⁰."
construct	construct_vrb	Residents construct themed scarecrows and place them outside their houses for a week while there are various fundraising events held.
construct	construct_vrb	In administrative terms, multiple choice items that are effective usually take a great time to construct.
construct	construct_vrb	Unconstrained by physical limitations, users are free to choose and construct their virtual forms and identities.
construct	construct_vrb	The area in which Augustus wanted to construct Classe was in a lagoon.
construct	construct_vrb	"In ""Limited"" tournaments, players construct decks using booster packs plus any additional basic lands of their choice."
construct	construct_vrb	Multiple microservers can be put together in a small package to construct a microdatacenter.
construct	construct_vrb	The commissioner of metro railway safety (Southern Circle) had given permission to construct the skywalk.
construct	construct_vrb	Jebediah's research eventually led him to construct a machine that enabled him to travel through time and space.
construct	construct_vrb	George Marsh contracted Zook and Wilson of Van Wert to construct a new hotel for a cost of $28,757.
construct	construct_vrb	Hinkley Point C nuclear power station is a project to construct a 3,200 MW two reactor nuclear power station.
construct	construct_vrb	When development is completed, larvae construct cocoons to pupate.
construct	construct_vrb	In April 1999, the Board of CSU trustees decided to give $27 million to construct post-earthquake projects.
construct	construct_vrb	In the following months, the regiment practised their horsemanship, conducted small arms and bayonet training, and learned to construct trenches.
construct	construct_vrb	In 2012, Drax Biomass announced plans to construct a 450,000 metric ton per year wood pellet production facility in Gloster.
construct	construct_vrb	EnergyPATHWAYS is a comprehensive accounting framework used to construct economy-wide energy infrastructure scenarios.
construct	construct_vrb	We construct a new POVM to distinguish between and.
construct	construct_vrb	Following Catholic emancipation in 1829, the need to construct churches and cathedrals to serve this population became critically apparent.
construct	construct_vrb	Teams of contestants construct elaborate Rube Goldberg style chain-reaction machines on tables arranged around a large gymnasium.
construct	construct_vrb	In 2010 plans were put forward to construct a large detention center at Ketziot for illegal immigrants.
construct	construct_vrb	The American and Soviet governments enter a race to construct identical copies of the machine.
construct	construct_vrb	In 1902 funds were raised to construct a church at Washington and Maynard streets.
construct	construct_vrb	Areva has partnered with engineering contractors to aid in the reconstruction of Iraq by manufacturing equipment to construct electrical substations.
construct	construct_vrb	Native Pewee Valley limestone was used to construct the building in a Gothic Revival style.
construct	construct_vrb	They proved that each of these techniques is as secure as the block cipher that is used to construct it.
construct	construct_vrb	This was achieved via 4-D scheduling software that told builders how to construct it.
construct	construct_vrb	India announced a $19.93 million project to construct cotton ginneries at Ngabu, Ngara and Balaka in 2009.
construct	construct_vrb	He also reportedly helped construct the bombs and was one of the first to be arrested.
construct	construct_vrb	New theory has recognized the layering and potential internal contradictions within all practices that construct masculinities.
construct	construct_vrb	It is often advantageous to construct a CLIN Schedule that matches an outline of the work statement.
construct	construct_vrb	In 1926, parts of this building were taken to Point Chevalier and used to construct the public library there.
content	content_adj-nou-vrb	The Swamiji blessed him and the devotee returned with content and happiness.
content	content_adj-nou-vrb	Kim also aims implicit criticism at people content with themselves, who achieve their success by trampling on others.
content	content_nou	The main flavour ingredients are coffee beans, Jamaican rum, vanilla, and sugar, blended to an alcoholic content of 26.5%.
content	content_nou	The site features up to the minute previews, features, interviews as well as a wide variety of multimedia content.
content	content_nou	R. (2008) Validity and reliability of the job content questionnaire in formal and informal jobs in Brazil.
content	content_nou	Content will be provided by the implementing partners, GBPUAT, UAS-Raichur and ICRISAT.
content	content_nou	He had a blood alcohol content of 0.12%.
content	content_nou	The whole refined cheese must have less than 50% of dry-matter content.
content	content_nou	The Baba Yaga downloadable content sees Lara investigating a disturbance within the Soviet mining facility.
content	content_nou	These orbitals have a higher energy content then the sp-orbital.
content	content_nou	There are 3 distribution strategies for successful content marketing, each with tradeoffs in customization, reach, and time commitment.
content	content_nou	When complete, the liquid has an alcohol content of 5 to 7% by volume, and is now known as wash.
content	content_nou	Novelists come from a variety of backgrounds and social classes, and frequently this shapes the content of their works.
content	content_nou	Under the reign of Shah Jahan, the symbolic content of Mughal architecture reached a peak.
content	content_nou	ITC produced and distributed a wide range of content across both film and television, over several decades.
content	content_nou	All BBC websites are required to link to WebWise when using content which requires a plug-in.
content	content_nou	It generally provides viewers from the region with free streaming of premium Arabic content.
content	content_nou	Kumi Kumi is known for its exceptional alcohol content.
content	content_nou	M. Balamuralikrishna was the original choice for the male playback singer, due to the heavy classical content of the compositions.
content	content_nou	Halo 5: Guardians was released on October 27, 2015, with semi-exclusive content to those who purchased select Mega Bloks sets.
content	content_nou	The ice content of the glacier has been assessed as 0.137 cubic km.
content	content_nou	The teacher, and sometimes also the student, can make anecdotal notes about the content of the conference.
content	content_nou	Since the information content depends on initial probabilities, a positive test can either be highly informative or uninformative.
content	content_nou	Players may transfer characters and progression of Grand Theft Auto Online between some platforms and gain exclusive content.
content	content_nou	Christmas beer is another type of winter warmer, similarly strong in alcohol content and usually spiced.
content	content_nou	They augmented a scatterplot using sounds that varied along frequency, spectral content, and amplitude modulation dimensions to use in classification.
content	content_nou	The Content Security Policy HTTP Header lets web sites tell web browsers which domain scripts may be included from.
content	content_nou	The sequencing of content in a broadcast is called a schedule.
content	content_nou	Such coal often has ash content averaging 40 per cent.
content	content_nou	The content of Commercial Motor consists of editorial followed by classified advertising.
content	content_nou	The wine must have a minimum alcohol content of at least 17% and be composed of at least 70% Trebbiano.
content	content_nou	The soils are dark in colour with a high lime content, permeable and poor in organic matter.
content	content_nou	SET India and Sony SAB airs original content catering audiences of urban male and family audiences respectively.
content	content_nou	The volume content is 353 km³ (85 cu mi) and gross storage capacity is 41,459.00 km³ (9,946.54 cu mi).
content	content_nou	Content includes 360-degree panoramic photos of previous events, virtual tours of the 2016 festival site, interviews, and performances.
content	content_nou	He contributed content for the American Organist and the Woman's Home Companion.
content	content_nou	Media Foundation uses the Enhanced Video Renderer (EVR) for rendering video content, which acts as a mixer as well.
content	content_nou	They had also considered releasing it as a four-disc box set to accommodate the large volume of content produced.
content	content_nou	The Idaho Statesman offers IdahoStatesman.com with repurposed news, sports and classifieds content.
content	content_nou	Content rights and delivery is provided by document delivery vendor, Reprints Desk.
content	content_nou	In 2010, Arnett and former Arrested Development co-star Jason Bateman created DumbDumb Productions, a production company focusing on digital content.
content	content_nou	Salmon maintains that co-designative proper names are inter-substitutable with preservation of semantic content.
content	content_nou	The content of the video was not changed.
content	content_nou	Many critics viewed the song as single material and commended the production, but criticized the composition and lyrical content.
content	content_nou	Besides technical improvements, the IS-2000 documents are much more mature in terms of layout and content.
content	content_nou	Low silicon content is indicative of mafic and ultramafic igneous rocks, such as basalt and dunite.
content	content_nou	Most of the content of the AJR was from outside contributors (freelancers).
content	content_nou	The court ruled that Dailymotion had failed to take action against users illegally posting TF1 content online.
content	content_nou	Another license released a year later, also by the Open Content Project, is called the Open Publication License.
content	content_nou	The starchy crop with highest energy content per acre is cassava, which grows in tropical countries.
content	content_nou	KPFT granted a request to relinquish its right to KUHF, to broadcast NPR content.
content	content_nou	During the inquiry, Sky and Virgin Media had claimed that Kangaroo would concentrate too much power over content.
content	content_nou	He issued a warning to the fans due to the religious content of the song.
content	content_nou	For operational and content qualitative reasons, not more than two television channels are managed from one TCR.
content	content_nou	The RPM model pays filmmakers for every minute watched of their content.
content	content_nou	"However, in philosophy the term ""primitive notion"" has historical content."
content	content_nou	Following its release, Dishonored was supplemented with additional content focusing on the assassin Daud and his quest for redemption.
content	content_nou	This reduces the moisture content by 5% and prevents the pieces from sticking and flattening.
content	content_nou	Magic Logix provides SEO services, Web Marketing strategies, and Content Management services.
content	content_nou	The Encyclopedia includes content somewhat more varied than a traditional encyclopedia or other related efforts like Wikipedia or Citizendium.
content	content_nou	However, the paywall was removed in April 2013; all content on Variety.com can now be accessed free-of-charge.
content	content_nou	The channel was created as a result of YouTube's original content partner scheme.
content	content_nou	Some receiving warnings on content from C4.
content	content_nou	The maturity of service-oriented-architectures has fueled an ecosystem of ajax-based gadgets (widgets) that encapsulate content services (REST, WSDL).
content	content_nou	Additional courses and other content are available as fee-based downloads.
content	content_nou	Fresh growth of grass is sometimes high in prussic acid content and can cause poisoning of grazing livestock.
content	content_nou	Google uses its technology to serve advertisements based on website content, the user's geographical location, and other factors.
content	content_nou	LiveLeak currently has multiple categories including Syria and Ukraine, in which graphic content regarding various conflicts can be viewed.
content	content_nou	While the show did not excel due to some content criticisms, it had one long lasting effect.
content	content_nou	"People (""users"") use Web browsers, media players, assistive technologies or other ""user agents"" to get and interact with the content."""
content	content_nou	There is a policy to move to digital content where there is choice.
content	content_nou	Per 100-gram serving, coconut water contains 19 calories and no significant content of essential nutrients.
content	content_nou	The show is true to the duo's mission to produce positive, educational, and entertaining content for African-American children.
content	content_nou	In practice, the first sermon is longer and contains most of the content.
content	content_nou	When boiled, its protein content is reported to be more than that of maize, with double the calcium content.
content	content_nou	Forms of content, also known as material forms, include the assemblage of human and nonhuman bodies, actions, and reactions.
content	content_nou	US Census Bureau Webdesign: SSD, Laura K Yax, Content: DSSD, Phil Gbur, POP, Jason Devine.
content	content_nou	It features pure CGI content as well as CGI characters composited into filmed live-action sequences.
content	content_nou	It is published three times each year, and content is published on its website several times each week.
content	content_nou	Um where you live is there a real high uh alkaline or ash content
content	content_nou	Well it uh depending on its moisture content it either swells up or shrinks
content	content_nou	The in plano and the soil has so much has such a high clay content that uh uh I went to use my dad in law s tiller
content	content_nou	It s hard to get a protein content up then
contest	contest_nou	In 2001 and 2002 Chai won honorable mention in the Stony Brook Short fiction contest.
contest	contest_nou	It was announced on 18 April 2016, that the second Bala Turkvision Song Contest will be held in Turkey.
contest	contest_nou	The Snake River Stampede had its humble beginnings as a bucking contest in conjunction with Nampa's harvest festival.
contest	contest_nou	The DRMC debate team were champions in the English Debate Contest organized by the British Council in 2002.
contest	contest_nou	As Miss Massachusetts USA, she competed in the Miss Universe contest held in Long Beach, California in 1958.
contest	contest_nou	Croatia competed in the Eurovision Song Contest 1999, held in Jerusalem, Israel.
contest	contest_nou	Jonas teamed up with Cambio and Indaba Music to launch a contest that allowed fans to remix the song.
contest	contest_nou	The name Burford District Elementary School was chosen as the result of a public contest suggesting names.
contest	contest_nou	The Chronicle of Hugh of Flavigny: Reform and the Investiture Contest in the Late Eleventh Century.
contest	contest_nou	Twenty countries participated in the contest, with songs that failed to win their televised national selections.
contest	contest_nou	He was placed fourth in the UK heat of the 1957 Eurovision Song Contest.
contest	contest_nou	"LZEXE project pageInternational Obfuscated C Code Contest years pagehttp://www0.us.ioccc.org/years.html#2000http://www0.us.ioccc.org/2000/bellard.hint""TCCBOOT Compiles And Boots Linux In 15 Seconds""."
contest	contest_nou	In the contest, Toma launches his rocket, named Lucky, but lets go of it too soon and launches it poorly.
contest	contest_nou	The team Red submitted their solutions to A and B at 1:00 and 2:45 after the beginning of the contest.
contest	contest_nou	It was this contest that inspired her to be a singer.
contest	contest_nou	France participated at the Eurovision Song Contest 2001, held in Copenhagen, Denmark.
contest	contest_nou	Sources regarding the closeness of the contest, vary.
contest	contest_nou	Kind didn't face another contest nearly that close until 2010.
contest	contest_nou	The final of the 2014 contest was held at Christ Church, Oxford.
contest	contest_nou	But during the contest the mind-patch fails, as his mind rejects it.
contest	contest_nou	This win qualified Girard for the 2008 Canada's Strongest Man contest.
contest	contest_nou	He entered the House of Commons for Pontefract in 1847 as a Liberal, after a closely fought contest.
contest	contest_nou	General partner of contest is Moldovan telecommunication company Moldcell.
contest	contest_nou	This contest is done annually on that weeklong celebration of the Tacloban City Fiesta.
contest	contest_nou	He challenged incumbent Tory MP Stanley Schumacher for the PC nomination--the real contest in this strongly conservative riding.
contest	contest_nou	Belarus won the Contest by a single point over Armenia.
contest	contest_nou	The Kiddy Contest 2007 was again only a single production of ORF.
contest	contest_nou	The two first met briefly at the 1970 Mr. America contest in Los Angeles, California, where Viator placed third.
contest	contest_nou	During the Dionysia a contest took place between three plays, chosen by the archon eponymous.
contest	contest_nou	On the April 3, 2007 show, Ryan Seacrest announced the first American Idol Songwriter: a songwriting contest.
contest	contest_nou	Mothering Magazine announces winner of International Breastfeeding Icon Design Contest.
contest	contest_nou	Monaco had stated an interest to take part in the contest, however did not take part in the contest.
contest	contest_nou	"They published ""The Shorthand Writer"" and started the National Speed Contest, which is still held today."
contest	contest_nou	Odds stacked against them, Erec and Bethany advance to the final contest, but something is not quite right.
contest	contest_nou	Luxembourg returned to the contest after a one-year break with a song in native Luxembourgish language.
contest	contest_nou	Poland has participated in the Eurovision Song Contest 19 times since its debut in 1994.
contest	contest_nou	On occasion, when the winner does not qualify (due to age) for either contest, a runner-up is sent.
contest	contest_nou	"The judges then realized that ""numskull"" was an acceptable spelling, and the contest continued."
contest	contest_nou	Thirty-nine countries participated in the 2005 Contest.
contest	contest_nou	The contest probably wasn't in the beginning a national selection for the Eurovision Song Contest.
contest	contest_nou	Moldova participated in the Eurovision Song Contest 2006 in Athens, Greece.
contest	contest_nou	Ukraine participated in the Eurovision Song Contest 2013 in Malmo, Sweden.
contest	contest_nou	Howard was the first prize fiddler at the inaugural Tri-State Bluegrass Association fiddle contest in 1982.
contest	contest_nou	He was elected without a contest as the only candidate, becoming President of Ireland on 3 December 1976.
contest	contest_nou	The main contest was between the United Federal Party led by Welensky and the Dominion Party led by Winston Field.
contest	contest_nou	"Trijntje Oosterhuis represented the Netherlands at the Eurovision Song Contest 2015 with the song ""Walk Along""."
contest	contest_nou	He qualified for the final and finished the contest at 8th position with 229 points.
contest	contest_nou	Miss USSR (Мисс CCCP) was a national beauty contest held in the Soviet Union.
contest	contest_nou	In 2001, K-Ci pleaded no contest to four charges of lewd conduct.
contest	contest_nou	In the period 2015-2016, it won 15 medals from Decanter contest making it the leading medal winning winery in CEE.
contest	contest_nou	The contest consisted of making the best open source GP32 game.
contest	contest_nou	Stassen played a key role in the 1952 Republican contest when he released his delegates to Dwight D. Eisenhower.
contest	contest_nou	The contest was held in Primm Valley Resort, Nevada.
contest	contest_nou	Eventually, The Makemakes were selected to represent Austria in the Eurovision Song Contest 2015.
contest	contest_nou	The contest included each skater's time from the 1500 metres and 5000 metres competitions that were raced during the weekend.
contest	contest_nou	It was the third time three people would host the contest, the previous such contests being 1999 and 2010.
contest	contest_nou	Following the introduction of semi-finals for the 2004 contest, Croatia had featured in six finals.
contest	contest_nou	"Cingular hosted a lip-sync contest that awarded those who best performed ""Torn"" in an online submitted video."
contest	contest_nou	Walls, however, plead no contest to the rape of Heath Stocks.
contest	contest_nou	Vojnovic authored the book Contest Theory: Incentive Mechanisms and Ranking Methods.
contest	contest_nou	One of the hallmarks of the Indian show was the staging of the contest at heritage sites across the country.
contest	contest_nou	This event gathers big wave surfers from all around the world in a one contest.
contest	contest_nou	Eurovision Dance Contest 2007 was hosted in London.
contest	contest_nou	In 2008-2009 a national essay contest was sponsored with the First Freedom Center, Richmond, VA.
contest	contest_nou	Loki appears as a playable character in Marvel Contest of Champions.
contest	contest_nou	The contest includes only athletes weighing 105 kg (231 lbs.
contest	contest_nou	"It was succeeded as Yugoslav representative at the 1988 contest by Srebrna Krila with ""Mangup""."
contest	contest_nou	Iraq (sometimes presented as Iraqi Turkmens) has participated in the Turkvision Song Contest twice since its début in 2013.
contest	contest_vrb	The party could not contest the May 17, 1959 legislative elections, having been formed too soon before the polls.
contest	contest_vrb	After being dismissed by Harding, Hunt returned to Arizona and decided to contest his old seat.
contest	contest_vrb	Elizabeth Haysom did not contest her extradition from the U.K. and pleaded guilty to conspiring to kill her parents.
contest	contest_vrb	He left the position to contest unsuccessfully for the Republican gubernatorial nomination in 1990.
contest	contest_vrb	It respects the right of citizen to contest policies.
contest	contest_vrb	When the CPC emerged, Musa chose to contest for the Niger north senate seat on that platform.
contest	contest_vrb	Others contest such proposals, and suggest Shiva to have emerged from indigenous pre-Aryan tribal origins.
contest	contest_vrb	Former Sport MAXX champion Leyton Clarke will contest the British GT4 Championship this season for the factory assisted Lotus squad.
contest	contest_vrb	The winners of the Clare county final join the champions of the other hurling counties to contest the provincial championship.
contest	contest_vrb	He did no contest the seat in 1807, but was re-elected at the 1812 general election.
contest	contest_vrb	It did not contest any further elections.
contest	contest_vrb	In the National Assembly elections several UDPM candidates were able to contest each seat.
contest	contest_nou	It it s not so much sure the contest itself and the game itself
contest	contest_nou	It it s good as in terms of in terms of uh of a contest
contest	contest_nou	They get your name from uh if you enter any type of contest or anything
convict	convict_nou	The first arc introduces Walker saving a young girl named Calista from a convict with a jetpack.
convict	convict_nou	Meanwhile, Henderson was looking for a site to build a permanent convict establishment.
convict	convict_nou	Without naming Seniloli, the Military expressed its opposition to any coup-convict being appointed President or Vice-President.
convict	convict_nou	Well, if you're Moose Flanagan, you ask the most notorious convict of them all, Al Capone, for help.
convict	convict_nou	With his mother absent, Chengcai was raised by his ex-convict father (Huang Yiliang), whose fighting skills he inherited.
convict	convict_nou	They also visited a convict settlement at Anzio; Bizet sent an enthusiastic letter to Marmontel, recounting his experiences.
convict	convict_nou	Lynton is best known as the site of the former Lynton Convict Depot.
convict	convict_nou	As prison populations grew, the informal convict code no longer sufficed to coordinate and protect inmates.
convict	convict_nou	In 1842, it was renamed the Queen's Prison, and later became the Southwark Convict Prison.
convict	convict_nou	The effect of population density on sexual selection for convict cichlids has been studied.
convict	convict_nou	It is based on the true story of Margaret Catchpole, an adventuress and convict.
convict	convict_nou	He also won positive notices for his role in 1998's Out of Sight, playing an untrustworthy banker and ex-convict.
convict	convict_nou	In 1844 Thomas married Mary Ann Shone who was also the child of a convict.
convict	convict_nou	These allotments were later transferred to the permanent Convict Hiring Depot, 4 kilometres (2.5 mi) upstream of the town.
convict	convict_nou	His mother, Isabella, was a convict, sentenced to transportation for theft.
convict	convict_nou	There has been a surge in interest in convict history and genealogy throughout Australia.
convict	convict_nou	The end of convict leasing did not mean the end of convict labor, however.
convict	convict_nou	Port Arthur is a small town and former convict settlement on the Tasman Peninsula, in Tasmania, Australia.
convict	convict_nou	An ex-convict (George Raft) marries a department-store co-worker (Sylvia Sidney), unaware she's on parole.
convict	convict_nou	Arkin O'Brien is an ex-convict working as a handyman.
convict	convict_nou	He ordered a review of the bookkeeping practices and greater accountability to be applied to the state's convict lease system.
convict	convict_nou	On her second convict voyage to Australia, under Henry Best, she sailed from England on 2 March 1809.
convict	convict_nou	For instance, convict /ˈkɒnvɪkt/ and convict /kenˈvɪkt/ can be spelled 𐑒𐑪𐑯𐑝𐑦𐑒𐑑 and 𐑒𐑩𐑯𐑝𐑦𐑒𐑑 respectively.
convict	convict_nou	In 1860 the new town of Newcastle, located around the Convict Hiring Depot, had been surveyed.
convict	convict_nou	Yatheendran (Keerikkadan Jose), another convict identifies Mahi as Mayavi and Thottappally brothers entrusts Yatheendran to kill Mahi.
convict	convict_nou	He immediately imposed strict cost-cutting measures, including using convict labour instead of contract labour whenever possible.
convict	convict_nou	Lichtenstein, Alex Twice the Work of Free Labor: The Political Economy of Convict Labor in the New South.
convict	convict_nou	"In ""The Convict"", Kevin implies that he is involved in insider trading, but wasn't aware of the legal implications."
convict	convict_nou	In 2002 an ex-convict was sentenced for triple murder.
convict	convict_nou	His early activity involved lobbying for increased European immigration, and the widespread anti-convict agitation of 1849.
convict	convict_nou	"Watermeyer had been an early supporter of the anti-government ""popular party"" since the 1850 Convict Crisis."
convict	convict_nou	On 10 July 1831, Nunukul warriors at Dunwich killed James Wood, a convict, in retribution for 'injuries suffered from Europeans'.
convict	convict_nou	The 30,000-seat stadium was built in large part with convict labor, as were many public works projects of that era.
convict	convict_nou	Amanda began a romantic relationship with Frank Cameron, a convict-turned-FBI-agent who was sent to infiltrate the Cory household.
convict	convict_nou	This is regarded as an essential part of treatment, as the convict will be gradually re-entering society this way.
convict	convict_nou	Mascia-Lees, Frances E. Review of The Convict and the Colonel in American Anthropologist 101(1999):217-218.
convict	convict_nou	"The film starts off with Calvin ""Babyface"" Simms (Marlon Wayans) who is a very short convict."
convict	convict_nou	The tracks were also not capable of handling the load of repeated convoys, despite deployment of convict labor for repairs.
convict	convict_nou	In October 1828 Alonzo was recorded as serving as a convict ship at Portsmouth.
convict	convict_nou	HMP Rochester was founded in 1870 as Borstal Prison, which was a large convict prison.
convict	convict_nou	Despite his previous convict status, James also became a resident district constable.
convict	convict_nou	Between 1864 and 1867 a penal establishment was also built with convict labor on the northern side of Ross Island.
convict	convict_nou	Finally, courts make their decision whether to imprison the convict or to let him or her off on probation.
convict	convict_nou	Premachandran tells her that she doesn't know anything about him and that he is an ex-convict in a murder case.
convict	convict_nou	In the one-shot Dynamo 5 Holiday Special 2010, the team confronted Lumina, the daughter of escaped supervillain convict Luminex.
convict	convict_nou	Mary Bryant, the famous female convict and escapee, transported on the First fleet.
convict	convict_nou	The bridge was designed by the firm of architect and former convict James Blackburn.
convict	convict_nou	Archaeological zones and sub-surface remains of varying levels of significance are found throughout the area of the convict grant.
convict	convict_nou	Previously the property held several private plantations that used convict leasing.
convict	convict_nou	It tells the true story of Wally Mellish, an ex-convict in 1960s Australia.
convict	convict_nou	Nearing shore the convict finds himself hemmed in — pursuers on water and constables on land.
convict	convict_nou	Therefore, Ashcroft is a descendant of a First Fleeter and a descendant of a convict.
convict	convict_nou	The Convict Establishment was based in Fremantle, so Jewell was appointed to supervise the construction.
convict	convict_nou	Eventually, Carter's inability to exercise tact when dealing with the clergy led to his dismissal from the convict service.
convict	convict_nou	Nick Gomez as Tomas, a violent convict and the leader of a group of prisoners who survived within the prison.
convict	convict_nou	The convict threatens Frost, but the guard comes and they run.
convict	convict_nou	The prosecutor will order the police to arrest the convict, in order to execute the earlier written substitute imprisonment.
convict	convict_nou	Then in January 1833 she was fitted as a convict ship, and F.W.R. Sadler took command.
convict	convict_nou	Georgia ended the convict lease system in 1908.
convict	convict_nou	The Albany Convict Gaol was established in 1852 for imperial convicts transported to Albany as skilled labourers.
convict	convict_nou	The powerful squatting fraternity who were heavily reliant on cheap labour advocated a renewal of convict transportation.
convict	convict_nou	ReferencesBateson, Charles, The Convict Ships, 1787-1868, Sydney, 1974.
convict	convict_nou	The mother of the convict, 80-year-old Alisa Mokhova, denies that she knew anything about what happened.
convict	convict_nou	ReferencesBateson, Charles (1969) The Convict Ships, 1787-1868 (Glasgow: Brown, Son & Ferguson).
convict	convict_nou	In addition, four free women accompanied their convict husbands, together with two children.
convict	convict_nou	"His father (reportedly a freed convict) made a precarious living from sideshow ""take-on-all-comers"" boxing and gambling."
convict	convict_nou	However the eldest Gipsy, a convict, judged safer to bring Strachey to the mayor.
convict	convict_nou	Elena Kong as Yuen Kwan-lam (袁君嵐), an ex-convict who was sentenced to twenty years of prison.
convict	convict_nou	After the expiry of his sentence, he became the first ex-convict in Western Australia to be appointed a teacher.
convict	convict_nou	Daniel Connor, an Irish Catholic, had been a former convict who came to Toodyay as an itinerant peddler.
convict	convict_vrb	Indeed, their careers were not wildly different from those of the thirty-five senators who voted to convict Andrew Johnson.
convict	convict_vrb	When all of the jurors finally showed up, they asked the judge if they could convict on second degree murder.
convict	convict_vrb	The Senate on its own determines whether there is sufficient evidence to convict and the required affirmative vote for conviction.
convict	convict_vrb	His testimony was important to convict the German officers and guards from Mauthausen.
convict	convict_vrb	However, the court has been reluctant to convict on the word of a garda alone, without any corroborating evidence.
convict	convict_vrb	However, to convict Toushin for distributing extremely violent films would be a misuse of obscenity law.
convict	convict_vrb	However, the committee could not make a recommendation on whether to convict the impeached official.
convict	convict_vrb	"The judge, Sir Anthony McCowan, ""had indicated that the jury should convict him."""
convict	convict_vrb	The eight black jury members voted to acquit, and the four whites voted to convict.
convict	convict_vrb	This is so because a grand jury cannot convict a defendant.
convict	convict_vrb	On on on one hand you know on the one hand you almost hope that they convict them because it s  they have that very strong piece of physical evidence showing these people beating the heck out of this guy
convict	convict_vrb	I said if I knew beyond a doubt or if I felt beyond a doubt that he had done it yeah I guess I could convict him
convict	convict_vrb	I guess maybe one drawback of it is that if you have one juror who is very unreasonable in some way that uh you uh would have a problem uh you know that you would n't convict someone who maybe should be convicted
convict	convict_vrb	So you d you d rather see it harder to convict somebody
convict	convict_vrb	I d rather see it a little bit harder and have a little bit more evidence uh to convict somebody
convict	convict_vrb	But you know at the time when the guy kept saying could you ever convict someone and do you think you d ever know beyond a doubt
convict	convict_vrb	I think that uh one uh advantage of having uh the unanimous verdict is that in a criminal case you want to make sure that you do n't uh convict someone who uh really should n't be convicted
convict	convict_vrb	So you think if if trials were held by judges or experts that they they would tend not to uh admit not to convict people on circumstantial evidence
convict	convict_vrb	And I also like the unanimous decision because you have to persuade everybody to be a hundred percent absolutely sure before you convict somebody
convict	convict_vrb	The whole the whole point of being on a jury is to convict or or or uh let go based on whether or not the person whether or not the evidence says that there s enough
degenerate	degenerate_adj-nou	The Degenerate Art Exhibition, organised by Goebbels, ran in Munich from July to November 1937.
degenerate	degenerate_adj-nou	If one of the four fields is degenerate, then the corresponding conformal blocks obey BPZ equations.
degenerate	degenerate_adj-nou	Victorian sensibilities were outraged by women working at pits and dressing in trousers was considered to be unfeminine and degenerate.
degenerate	degenerate_adj-nou	He was named Professor in 1928 - and a degenerate artist in 1937.
degenerate	degenerate_adj-nou	The case of S is degenerate; S is projected to itself, along a circle of radius 0.
degenerate	degenerate_adj-nou	For nonlinear problems (nonlinear diffusion, degenerate parabolic problems.
degenerate	degenerate_adj-nou	Lombroso also listed the features of the degenerate mentality, supposedly released by the disinhibition of the primitive neurological centres.
degenerate	degenerate_adj-nou	Frequent dynastic quarrels also contributed to the view among Jews of later generations that the latter Hasmoneans were degenerate.
degenerate	degenerate_adj-nou	"Hildebrand acquired an additional 115 works of ""degenerate art"" in the same way in 1941."
degenerate	degenerate_adj-nou	Wide gap p-type degenerate semiconductor: Mg-doped LaCuOSe.
